application_id,customer_id,loan_amount,loan_intent,loan_grade,loan_interest_rate,loan_percent_income,loan_status,loan_amount_category,interest_rate_category,income_burden_category,loan_grade_score
A031176,C031176,12000,PERSONAL,D,13.3,0.44,1,medium,medium,medium,4
A031177,C031177,20000,EDUCATION,B,10.99,0.25,0,medium,medium,medium,2
A031178,C031178,10000,DEBTCONSOLIDATION,A,6.99,0.13,0,medium,low,low,1
A031179,C031179,12000,VENTURE,B,12.42,0.4,1,medium,medium,medium,2
A031180,C031180,12000,DEBTCONSOLIDATION,B,11.11,0.4,1,medium,medium,medium,2
A031181,C031181,5000,PERSONAL,B,11.99,0.06,0,small,medium,low,2
A031182,C031182,12000,MEDICAL,B,11.83,0.4,1,medium,medium,medium,2
A031183,C031183,12000,DEBTCONSOLIDATION,E,17.99,0.16,1,medium,high,low,5
A031184,C031184,10000,PERSONAL,A,,0.13,0,medium,,low,1
A031185,C031185,5000,DEBTCONSOLIDATION,A,7.29,0.06,0,small,low,low,1
A031186,C031186,20000,HOMEIMPROVEMENT,D,14.54,0.25,0,medium,medium,medium,4
A031187,C031187,12000,VENTURE,A,7.49,0.38,1,medium,low,medium,1
A031188,C031188,10000,HOMEIMPROVEMENT,A,7.29,0.13,0,medium,low,low,1
A031189,C031189,5600,PERSONAL,C,13.43,0.07,0,medium,medium,low,3
A031190,C031190,10000,DEBTCONSOLIDATION,B,9.99,0.13,0,medium,low,low,2
A031191,C031191,12000,EDUCATION,B,11.36,0.36,1,medium,medium,medium,2
A031192,C031192,15000,VENTURE,B,11.48,0.38,0,medium,medium,medium,2
A031193,C031193,3000,HOMEIMPROVEMENT,C,,0.04,0,small,,low,3
A031194,C031194,10000,HOMEIMPROVEMENT,A,6.17,0.13,0,medium,low,low,1
A031195,C031195,10000,EDUCATION,A,6.54,0.13,0,medium,low,low,1
A031196,C031196,4000,DEBTCONSOLIDATION,C,12.98,0.05,0,small,medium,low,3
A031197,C031197,25000,HOMEIMPROVEMENT,F,17.8,0.34,1,large,high,medium,6
A031198,C031198,19800,HOMEIMPROVEMENT,C,13.23,0.25,0,medium,medium,medium,3
A031199,C031199,5000,VENTURE,B,11.86,0.06,0,small,medium,low,2
A031200,C031200,6000,EDUCATION,C,,0.07,0,medium,,low,3
A031201,C031201,12000,EDUCATION,A,7.51,0.33,1,medium,low,medium,1
A031202,C031202,5000,MEDICAL,C,13.85,0.06,0,small,medium,low,3
A031203,C031203,15000,DEBTCONSOLIDATION,C,13.11,0.19,0,medium,medium,low,3
A031204,C031204,25000,VENTURE,D,15.33,0.31,0,large,high,medium,4
A031205,C031205,12000,VENTURE,A,8.94,0.31,1,medium,low,medium,1
A031206,C031206,12000,PERSONAL,A,7.88,0.31,1,medium,low,medium,1
A031207,C031207,20000,MEDICAL,B,11.83,0.25,0,medium,medium,medium,2
A031208,C031208,10250,EDUCATION,B,11.48,0.14,1,medium,medium,low,2
A031209,C031209,7700,DEBTCONSOLIDATION,A,9.63,0.1,0,medium,low,low,1
A031210,C031210,10000,PERSONAL,C,11.03,0.14,1,medium,medium,low,3
A031211,C031211,15000,EDUCATION,B,10.71,0.19,0,medium,medium,low,2
A031212,C031212,12000,VENTURE,B,10.74,0.3,0,medium,medium,medium,2
A031213,C031213,5000,MEDICAL,C,11.22,0.06,0,small,medium,low,3
A031214,C031214,12000,MEDICAL,B,9.91,0.3,0,medium,low,medium,2
A031215,C031215,9600,MEDICAL,B,10.0,0.13,1,medium,medium,low,2
A031216,C031216,12000,VENTURE,B,10.59,0.3,0,medium,medium,medium,2
A031217,C031217,9500,EDUCATION,A,7.51,0.12,0,medium,low,low,1
A031218,C031218,7000,EDUCATION,B,,0.09,0,medium,,low,2
A031219,C031219,8000,MEDICAL,B,10.38,0.1,0,medium,medium,low,2
A031220,C031220,5500,DEBTCONSOLIDATION,C,13.92,0.07,0,medium,medium,low,3
A031221,C031221,12000,MEDICAL,A,,0.29,0,medium,,medium,1
A031222,C031222,12000,PERSONAL,B,10.37,0.29,0,medium,medium,medium,2
A031223,C031223,10000,PERSONAL,C,14.27,0.12,0,medium,medium,low,3
A031224,C031224,6000,HOMEIMPROVEMENT,C,12.99,0.07,0,medium,medium,low,3
A031225,C031225,11000,EDUCATION,B,10.36,0.14,0,medium,medium,low,2
A031226,C031226,7000,EDUCATION,B,9.99,0.09,0,medium,low,low,2
A031227,C031227,20000,HOMEIMPROVEMENT,A,6.17,0.25,0,medium,low,medium,1
A031228,C031228,24000,EDUCATION,B,9.25,0.3,0,large,low,medium,2
A031229,C031229,8000,HOMEIMPROVEMENT,B,11.12,0.1,0,medium,medium,low,2
A031230,C031230,5000,MEDICAL,A,,0.06,0,small,,low,1
A031231,C031231,12000,MEDICAL,A,6.91,0.27,0,medium,low,medium,1
A031232,C031232,15000,MEDICAL,D,,0.2,1,medium,,medium,4
A031233,C031233,30000,MEDICAL,E,19.03,0.4,1,large,high,medium,5
A031234,C031234,12000,MEDICAL,B,11.14,0.31,1,medium,medium,medium,2
A031235,C031235,26800,HOMEIMPROVEMENT,E,,0.33,0,large,,medium,5
A031236,C031236,8000,HOMEIMPROVEMENT,E,19.42,0.1,0,medium,high,low,5
A031237,C031237,12000,HOMEIMPROVEMENT,A,7.51,0.15,0,medium,low,low,1
A031238,C031238,12000,MEDICAL,B,9.91,0.26,0,medium,low,medium,2
A031239,C031239,10000,PERSONAL,D,16.49,0.12,0,medium,high,low,4
A031240,C031240,10000,HOMEIMPROVEMENT,B,11.99,0.12,0,medium,medium,low,2
A031241,C031241,12000,DEBTCONSOLIDATION,A,6.54,0.2,0,medium,low,medium,1
A031242,C031242,6600,PERSONAL,A,7.66,0.08,0,medium,low,low,1
A031243,C031243,11000,MEDICAL,B,10.65,0.13,0,medium,medium,low,2
A031244,C031244,6000,MEDICAL,A,,0.07,0,medium,,low,1
A031245,C031245,12000,DEBTCONSOLIDATION,C,14.22,0.22,1,medium,medium,medium,3
A031246,C031246,3000,HOMEIMPROVEMENT,B,9.91,0.04,0,small,low,low,2
A031247,C031247,3000,HOMEIMPROVEMENT,B,11.83,0.04,0,small,medium,low,2
A031248,C031248,13000,VENTURE,C,11.97,0.16,0,medium,medium,low,3
A031249,C031249,3000,HOMEIMPROVEMENT,E,19.03,0.13,1,small,high,low,5
A031250,C031250,3000,MEDICAL,C,,0.13,0,small,,low,3
A031251,C031251,3000,HOMEIMPROVEMENT,D,14.12,0.13,1,small,medium,low,4
A031252,C031252,3000,MEDICAL,B,,0.12,1,small,,low,2
A031253,C031253,13200,PERSONAL,A,7.51,0.16,0,medium,low,low,1
A031254,C031254,6000,PERSONAL,B,12.69,0.07,0,medium,medium,low,2
A031255,C031255,24000,VENTURE,C,,0.29,0,large,,medium,3
A031256,C031256,3000,VENTURE,B,10.25,0.11,0,small,medium,low,2
A031257,C031257,8225,HOMEIMPROVEMENT,C,12.99,0.1,0,medium,medium,low,3
A031258,C031258,3000,MEDICAL,B,,0.11,0,small,,low,2
A031259,C031259,10800,HOMEIMPROVEMENT,A,,0.13,0,medium,,low,1
A031260,C031260,15000,VENTURE,B,9.63,0.18,0,medium,low,low,2
A031261,C031261,3000,DEBTCONSOLIDATION,D,12.49,0.1,1,small,medium,low,4
A031262,C031262,12000,DEBTCONSOLIDATION,A,5.42,0.14,0,medium,low,low,1
A031263,C031263,9875,EDUCATION,A,7.51,0.12,0,medium,low,low,1
A031264,C031264,1000,VENTURE,A,7.51,0.01,0,small,low,low,1
A031265,C031265,12000,DEBTCONSOLIDATION,B,,0.19,0,medium,,low,2
A031266,C031266,17925,HOMEIMPROVEMENT,C,14.26,0.21,0,medium,medium,medium,3
A031267,C031267,4000,EDUCATION,A,9.63,0.05,0,small,low,low,1
A031268,C031268,14000,MEDICAL,B,11.89,0.17,0,medium,medium,low,2
A031269,C031269,3500,PERSONAL,B,12.69,0.04,0,small,medium,low,2
A031270,C031270,12000,EDUCATION,A,5.42,0.18,0,medium,low,low,1
A031271,C031271,12000,PERSONAL,D,16.49,0.18,0,medium,high,low,4
A031272,C031272,12000,EDUCATION,C,13.98,0.18,0,medium,medium,low,3
A031273,C031273,12000,MEDICAL,B,9.33,0.17,0,medium,low,low,2
A031274,C031274,5000,HOMEIMPROVEMENT,C,14.27,0.06,0,small,medium,low,3
A031275,C031275,12000,MEDICAL,B,,0.17,0,medium,,low,2
A031276,C031276,15000,VENTURE,A,6.03,0.18,0,medium,low,low,1
A031277,C031277,5500,HOMEIMPROVEMENT,B,12.69,0.06,0,medium,medium,low,2
A031278,C031278,10000,HOMEIMPROVEMENT,B,9.99,0.12,0,medium,low,low,2
A031279,C031279,8000,HOMEIMPROVEMENT,B,11.99,0.09,0,medium,medium,low,2
A031280,C031280,6000,PERSONAL,B,10.99,0.07,0,medium,medium,low,2
A031281,C031281,8000,DEBTCONSOLIDATION,D,17.49,0.11,1,medium,high,low,4
A031282,C031282,12000,VENTURE,A,7.66,0.16,0,medium,low,low,1
A031283,C031283,5600,VENTURE,A,5.42,0.07,0,medium,low,low,1
A031284,C031284,10000,VENTURE,A,,0.12,0,medium,,low,1
A031285,C031285,8500,HOMEIMPROVEMENT,D,15.58,0.1,0,medium,high,low,4
A031286,C031286,6075,VENTURE,B,11.86,0.16,0,medium,medium,low,2
A031287,C031287,5000,VENTURE,B,11.86,0.06,0,small,medium,low,2
A031288,C031288,10000,EDUCATION,A,7.51,0.12,0,medium,low,low,1
A031289,C031289,3000,VENTURE,A,7.51,0.07,0,small,low,low,1
A031290,C031290,5500,DEBTCONSOLIDATION,A,6.76,0.06,0,medium,low,low,1
A031291,C031291,10000,VENTURE,C,13.79,0.27,0,medium,medium,medium,3
A031292,C031292,10000,EDUCATION,C,12.87,0.12,0,medium,medium,low,3
A031293,C031293,8000,EDUCATION,D,14.96,0.09,0,medium,medium,low,4
A031294,C031294,12000,HOMEIMPROVEMENT,A,7.9,0.16,0,medium,low,low,1
A031295,C031295,10000,EDUCATION,F,18.43,0.12,0,medium,high,low,6
A031296,C031296,2000,PERSONAL,A,7.51,0.05,0,small,low,low,1
A031297,C031297,12000,PERSONAL,A,9.32,0.14,0,medium,low,low,1
A031298,C031298,1000,HOMEIMPROVEMENT,A,7.68,0.01,0,small,low,low,1
A031299,C031299,10000,HOMEIMPROVEMENT,A,8.07,0.12,0,medium,low,low,1
A031300,C031300,5000,VENTURE,A,7.43,0.06,0,small,low,low,1
A031301,C031301,7000,PERSONAL,B,10.62,0.08,0,medium,medium,low,2
A031302,C031302,8500,HOMEIMPROVEMENT,A,6.03,0.1,0,medium,low,low,1
A031303,C031303,6250,MEDICAL,C,13.49,0.08,1,medium,medium,low,3
A031304,C031304,12000,EDUCATION,D,14.91,0.16,1,medium,medium,low,4
A031305,C031305,12000,VENTURE,D,13.24,0.15,0,medium,medium,low,4
A031306,C031306,12000,VENTURE,B,10.99,0.14,0,medium,medium,low,2
A031307,C031307,10000,HOMEIMPROVEMENT,B,9.99,0.12,0,medium,low,low,2
A031308,C031308,4000,EDUCATION,D,16.29,0.11,0,small,high,low,4
A031309,C031309,10000,MEDICAL,D,16.29,0.28,0,medium,high,medium,4
A031310,C031310,2200,VENTURE,B,,0.03,0,small,,low,2
A031311,C031311,6500,HOMEIMPROVEMENT,A,7.74,0.08,0,medium,low,low,1
A031312,C031312,12000,MEDICAL,A,7.29,0.14,0,medium,low,low,1
A031313,C031313,6500,EDUCATION,A,7.14,0.08,0,medium,low,low,1
A031314,C031314,10000,HOMEIMPROVEMENT,B,10.25,0.12,0,medium,medium,low,2
A031315,C031315,24000,MEDICAL,C,,0.28,0,large,,medium,3
A031316,C031316,12000,HOMEIMPROVEMENT,A,6.03,0.14,0,medium,low,low,1
A031317,C031317,5000,PERSONAL,D,15.58,0.06,0,small,high,low,4
A031318,C031318,10000,VENTURE,A,8.94,0.12,0,medium,low,low,1
A031319,C031319,12000,EDUCATION,B,10.74,0.14,0,medium,medium,low,2
A031320,C031320,15600,DEBTCONSOLIDATION,D,17.27,0.21,1,medium,high,medium,4
A031321,C031321,4800,DEBTCONSOLIDATION,D,15.58,0.06,1,small,high,low,4
A031322,C031322,12000,VENTURE,A,6.62,0.14,0,medium,low,low,1
A031323,C031323,9000,PERSONAL,D,16.0,0.1,0,medium,high,low,4
A031324,C031324,10000,PERSONAL,A,,0.11,0,medium,,low,1
A031325,C031325,20000,PERSONAL,C,12.41,0.23,0,medium,medium,medium,3
A031326,C031326,12000,PERSONAL,A,7.51,0.13,0,medium,low,low,1
A031327,C031327,17600,PERSONAL,A,7.9,0.2,0,medium,low,medium,1
A031328,C031328,12000,EDUCATION,B,,0.13,0,medium,,low,2
A031329,C031329,14250,EDUCATION,B,11.89,0.16,0,medium,medium,low,2
A031330,C031330,12000,PERSONAL,C,13.48,0.13,0,medium,medium,low,3
A031331,C031331,9925,HOMEIMPROVEMENT,B,,0.11,0,medium,,low,2
A031332,C031332,4000,HOMEIMPROVEMENT,A,7.14,0.05,0,small,low,low,1
A031333,C031333,12000,VENTURE,A,7.51,0.14,0,medium,low,low,1
A031334,C031334,12000,PERSONAL,B,10.99,0.13,0,medium,medium,low,2
A031335,C031335,1000,VENTURE,C,13.48,0.01,0,small,medium,low,3
A031336,C031336,12000,MEDICAL,D,16.77,0.14,1,medium,high,low,4
A031337,C031337,15000,HOMEIMPROVEMENT,B,10.14,0.17,0,medium,medium,low,2
A031338,C031338,20000,MEDICAL,C,13.92,0.23,0,medium,medium,medium,3
A031339,C031339,12000,PERSONAL,B,10.74,0.12,0,medium,medium,low,2
A031340,C031340,3600,VENTURE,A,6.62,0.04,0,small,low,low,1
A031341,C031341,6000,PERSONAL,A,5.42,0.07,0,medium,low,low,1
A031342,C031342,10000,EDUCATION,B,,0.11,0,medium,,low,2
A031343,C031343,16000,DEBTCONSOLIDATION,D,14.09,0.21,1,medium,medium,medium,4
A031344,C031344,5000,EDUCATION,A,6.91,0.06,0,small,low,low,1
A031345,C031345,2000,EDUCATION,C,13.57,0.06,0,small,medium,low,3
A031346,C031346,12000,MEDICAL,B,9.62,0.1,0,medium,low,low,2
A031347,C031347,15000,VENTURE,C,13.49,0.17,0,medium,medium,low,3
A031348,C031348,12000,DEBTCONSOLIDATION,C,13.49,0.1,0,medium,medium,low,3
A031349,C031349,12000,EDUCATION,A,7.66,0.1,0,medium,low,low,1
A031350,C031350,3800,HOMEIMPROVEMENT,A,6.03,0.04,0,small,low,low,1
A031351,C031351,12000,EDUCATION,A,6.62,0.13,0,medium,low,low,1
A031352,C031352,12000,VENTURE,D,16.0,0.11,1,medium,high,low,4
A031353,C031353,25000,EDUCATION,A,,0.28,0,large,,medium,1
A031354,C031354,2800,DEBTCONSOLIDATION,B,10.65,0.03,0,small,medium,low,2
A031355,C031355,13200,VENTURE,A,6.62,0.15,0,medium,low,low,1
A031356,C031356,4000,MEDICAL,A,6.62,0.04,0,small,low,low,1
A031357,C031357,15000,HOMEIMPROVEMENT,C,15.27,0.19,1,medium,high,low,3
A031358,C031358,12000,PERSONAL,A,8.49,0.04,0,medium,low,low,1
A031359,C031359,12150,PERSONAL,A,5.79,0.25,0,medium,low,medium,1
A031360,C031360,7000,DEBTCONSOLIDATION,A,6.99,0.08,0,medium,low,low,1
A031361,C031361,2500,VENTURE,B,11.99,0.03,0,small,medium,low,2
A031362,C031362,18000,MEDICAL,B,10.99,0.2,0,medium,medium,medium,2
A031363,C031363,21000,VENTURE,B,10.59,0.23,0,large,medium,medium,2
A031364,C031364,10500,VENTURE,A,7.66,0.12,0,medium,low,low,1
A031365,C031365,5600,PERSONAL,B,10.74,0.07,1,medium,medium,low,2
A031366,C031366,4600,PERSONAL,B,11.11,0.05,0,small,medium,low,2
A031367,C031367,12375,VENTURE,C,14.27,0.34,1,medium,medium,medium,3
A031368,C031368,12400,DEBTCONSOLIDATION,B,10.65,0.3,0,medium,medium,medium,2
A031369,C031369,12400,MEDICAL,B,11.26,0.28,0,medium,medium,medium,2
A031370,C031370,13250,PERSONAL,B,11.71,0.38,0,medium,medium,medium,2
A031371,C031371,22000,DEBTCONSOLIDATION,B,8.88,0.24,0,large,low,medium,2
A031372,C031372,15000,VENTURE,D,14.46,0.17,0,medium,medium,low,4
A031373,C031373,7000,DEBTCONSOLIDATION,A,5.42,0.09,1,medium,low,low,1
A031374,C031374,20000,DEBTCONSOLIDATION,A,6.91,0.22,0,medium,low,medium,1
A031375,C031375,2800,VENTURE,C,,0.07,0,small,,low,3
A031376,C031376,8000,VENTURE,A,7.51,0.09,0,medium,low,low,1
A031377,C031377,9600,DEBTCONSOLIDATION,C,13.98,0.12,1,medium,medium,low,3
A031378,C031378,3000,EDUCATION,A,7.14,0.03,0,small,low,low,1
A031379,C031379,2800,MEDICAL,B,9.62,0.06,0,small,low,low,2
A031380,C031380,2800,MEDICAL,B,10.59,0.06,0,small,medium,low,2
A031381,C031381,24000,VENTURE,B,11.36,0.27,0,large,medium,medium,2
A031382,C031382,14000,PERSONAL,C,12.73,0.16,0,medium,medium,low,3
A031383,C031383,6000,VENTURE,B,11.49,0.17,0,medium,medium,low,2
A031384,C031384,2800,DEBTCONSOLIDATION,C,,0.04,0,small,,low,3
A031385,C031385,6800,PERSONAL,A,8.49,0.19,0,medium,low,low,1
A031386,C031386,9600,HOMEIMPROVEMENT,C,13.92,0.11,0,medium,medium,low,3
A031387,C031387,2800,EDUCATION,B,11.11,0.03,0,small,medium,low,2
A031388,C031388,20000,DEBTCONSOLIDATION,E,16.35,0.26,1,medium,high,medium,5
A031389,C031389,20000,EDUCATION,D,14.61,0.22,0,medium,medium,medium,4
A031390,C031390,2775,VENTURE,D,15.65,0.11,1,small,high,low,4
A031391,C031391,1800,EDUCATION,D,16.49,0.05,0,small,high,low,4
A031392,C031392,9300,EDUCATION,B,11.83,0.1,0,medium,medium,low,2
A031393,C031393,2700,VENTURE,C,14.27,0.11,0,small,medium,low,3
A031394,C031394,2700,EDUCATION,C,12.84,0.09,0,small,medium,low,3
A031395,C031395,22000,HOMEIMPROVEMENT,D,12.67,0.24,0,large,medium,medium,4
A031396,C031396,22000,HOMEIMPROVEMENT,A,6.17,0.24,0,large,low,medium,1
A031397,C031397,2400,VENTURE,B,10.74,0.03,0,small,medium,low,2
A031398,C031398,7900,MEDICAL,A,8.59,0.09,0,medium,low,low,1
A031399,C031399,9000,HOMEIMPROVEMENT,C,12.68,0.1,0,medium,medium,low,3
A031400,C031400,3350,HOMEIMPROVEMENT,A,5.42,0.04,0,small,low,low,1
A031401,C031401,9000,PERSONAL,C,,0.11,1,medium,,low,3
A031402,C031402,2575,DEBTCONSOLIDATION,A,6.76,0.03,0,small,low,low,1
A031403,C031403,20000,PERSONAL,C,14.79,0.22,0,medium,medium,medium,3
A031404,C031404,4000,MEDICAL,A,7.29,0.04,0,small,low,low,1
A031405,C031405,12000,MEDICAL,A,7.66,0.13,0,medium,low,low,1
A031406,C031406,8000,HOMEIMPROVEMENT,B,9.63,0.09,0,medium,low,low,2
A031407,C031407,2500,DEBTCONSOLIDATION,C,,0.19,1,small,,low,3
A031408,C031408,12925,EDUCATION,A,,0.14,0,medium,,low,1
A031409,C031409,12000,MEDICAL,B,11.14,0.13,0,medium,medium,low,2
A031410,C031410,12000,HOMEIMPROVEMENT,D,14.11,0.13,0,medium,medium,low,4
A031411,C031411,5375,MEDICAL,B,10.51,0.06,0,medium,medium,low,2
A031412,C031412,7000,PERSONAL,A,7.14,0.08,0,medium,low,low,1
A031413,C031413,12000,MEDICAL,C,,0.35,0,medium,,medium,3
A031414,C031414,18000,VENTURE,B,12.18,0.19,0,medium,medium,low,2
A031415,C031415,7000,EDUCATION,B,9.45,0.09,1,medium,low,low,2
A031416,C031416,12500,DEBTCONSOLIDATION,A,5.42,0.07,0,medium,low,low,1
A031417,C031417,4200,HOMEIMPROVEMENT,A,5.99,0.04,0,small,low,low,1
A031418,C031418,8400,DEBTCONSOLIDATION,C,12.84,0.1,1,medium,medium,low,3
A031419,C031419,4400,DEBTCONSOLIDATION,A,7.29,0.05,0,small,low,low,1
A031420,C031420,10000,PERSONAL,A,9.32,0.11,0,medium,low,low,1
A031421,C031421,12800,EDUCATION,B,11.48,0.23,0,medium,medium,medium,2
A031422,C031422,7400,VENTURE,A,7.88,0.08,0,medium,low,low,1
A031423,C031423,13000,PERSONAL,B,10.65,0.14,0,medium,medium,low,2
A031424,C031424,5000,HOMEIMPROVEMENT,B,10.65,0.05,0,small,medium,low,2
A031425,C031425,5000,EDUCATION,A,6.03,0.05,0,small,low,low,1
A031426,C031426,8000,HOMEIMPROVEMENT,B,12.69,0.08,0,medium,medium,low,2
A031427,C031427,7500,DEBTCONSOLIDATION,A,6.03,0.08,0,medium,low,low,1
A031428,C031428,21200,PERSONAL,B,9.91,0.22,0,large,low,medium,2
A031429,C031429,13000,VENTURE,C,13.16,0.26,0,medium,medium,medium,3
A031430,C031430,13000,MEDICAL,D,15.7,0.28,1,medium,high,medium,4
A031431,C031431,13000,MEDICAL,A,6.92,0.25,0,medium,low,medium,1
A031432,C031432,24000,DEBTCONSOLIDATION,D,14.91,0.29,1,large,medium,medium,4
A031433,C031433,3000,HOMEIMPROVEMENT,A,5.42,0.03,0,small,low,low,1
A031434,C031434,4000,VENTURE,A,6.39,0.12,0,small,low,low,1
A031435,C031435,3250,HOMEIMPROVEMENT,C,13.35,0.03,0,small,medium,low,3
A031436,C031436,13000,EDUCATION,C,12.99,0.2,0,medium,medium,medium,3
A031437,C031437,20000,HOMEIMPROVEMENT,D,14.84,0.21,0,medium,medium,medium,4
A031438,C031438,13000,HOMEIMPROVEMENT,D,,0.19,0,medium,,low,4
A031439,C031439,25000,PERSONAL,B,,0.26,0,large,,medium,2
A031440,C031440,14000,HOMEIMPROVEMENT,E,17.74,0.15,0,medium,high,low,5
A031441,C031441,13000,EDUCATION,B,11.99,0.19,0,medium,medium,low,2
A031442,C031442,21600,HOMEIMPROVEMENT,C,13.92,0.23,0,large,medium,medium,3
A031443,C031443,2800,EDUCATION,B,12.18,0.03,1,small,medium,low,2
A031444,C031444,12000,EDUCATION,D,16.0,0.14,1,medium,high,low,4
A031445,C031445,4000,EDUCATION,A,9.63,0.04,0,small,low,low,1
A031446,C031446,10000,VENTURE,B,10.95,0.11,0,medium,medium,low,2
A031447,C031447,13000,HOMEIMPROVEMENT,B,9.91,0.12,0,medium,low,low,2
A031448,C031448,15000,MEDICAL,B,12.18,0.16,0,medium,medium,low,2
A031449,C031449,13000,PERSONAL,B,9.88,0.1,0,medium,low,low,2
A031450,C031450,6000,DEBTCONSOLIDATION,A,6.03,0.06,0,medium,low,low,1
A031451,C031451,10000,DEBTCONSOLIDATION,B,12.69,0.1,0,medium,medium,low,2
A031452,C031452,13600,DEBTCONSOLIDATION,D,15.58,0.32,1,medium,high,medium,4
A031453,C031453,3100,MEDICAL,E,20.69,0.04,1,small,high,low,5
A031454,C031454,5100,PERSONAL,A,5.42,0.05,0,medium,low,low,1
A031455,C031455,13650,MEDICAL,B,10.25,0.3,0,medium,medium,medium,2
A031456,C031456,13650,HOMEIMPROVEMENT,B,12.42,0.21,0,medium,medium,medium,2
A031457,C031457,13750,PERSONAL,D,15.31,0.51,1,medium,high,high,4
A031458,C031458,13750,MEDICAL,C,13.79,0.42,1,medium,medium,medium,3
A031459,C031459,13775,VENTURE,C,12.98,0.42,1,medium,medium,medium,3
A031460,C031460,13800,HOMEIMPROVEMENT,C,13.99,0.21,0,medium,medium,medium,3
A031461,C031461,3200,HOMEIMPROVEMENT,C,,0.03,0,small,,low,3
A031462,C031462,6000,PERSONAL,A,8.94,0.18,0,medium,low,low,1
A031463,C031463,1500,PERSONAL,C,14.26,0.02,0,small,medium,low,3
A031464,C031464,13000,PERSONAL,A,,0.13,0,medium,,low,1
A031465,C031465,1500,PERSONAL,C,15.96,0.02,0,small,high,low,3
A031466,C031466,14000,PERSONAL,B,11.36,0.31,1,medium,medium,medium,2
A031467,C031467,14000,MEDICAL,B,11.71,0.14,0,medium,medium,low,2
A031468,C031468,14000,MEDICAL,D,16.0,0.34,1,medium,high,medium,4
A031469,C031469,14000,MEDICAL,C,13.22,0.29,0,medium,medium,medium,3
A031470,C031470,10000,PERSONAL,A,,0.1,0,medium,,low,1
A031471,C031471,3600,EDUCATION,C,13.49,0.11,0,small,medium,low,3
A031472,C031472,14000,DEBTCONSOLIDATION,B,11.71,0.27,0,medium,medium,medium,2
A031473,C031473,12150,HOMEIMPROVEMENT,A,6.62,0.38,0,medium,low,medium,1
A031474,C031474,14000,VENTURE,C,13.16,0.27,0,medium,medium,medium,3
A031475,C031475,8000,MEDICAL,C,13.49,0.08,0,medium,medium,low,3
A031476,C031476,5000,MEDICAL,B,10.99,0.05,0,small,medium,low,2
A031477,C031477,35000,HOMEIMPROVEMENT,D,15.99,0.36,0,large,high,medium,4
A031478,C031478,5200,VENTURE,B,9.63,0.05,0,medium,low,low,2
A031479,C031479,12000,MEDICAL,B,10.37,0.12,0,medium,medium,low,2
A031480,C031480,18000,EDUCATION,B,11.58,0.18,0,medium,medium,low,2
A031481,C031481,14000,HOMEIMPROVEMENT,B,11.48,0.25,0,medium,medium,medium,2
A031482,C031482,1200,EDUCATION,A,7.14,0.04,0,small,low,low,1
A031483,C031483,6000,PERSONAL,A,5.42,0.06,0,medium,low,low,1
A031484,C031484,12000,DEBTCONSOLIDATION,C,13.57,0.12,0,medium,medium,low,3
A031485,C031485,20000,PERSONAL,E,16.35,0.2,0,medium,high,medium,5
A031486,C031486,10000,EDUCATION,C,12.68,0.1,0,medium,medium,low,3
A031487,C031487,8000,EDUCATION,B,9.25,0.08,0,medium,low,low,2
A031488,C031488,4000,VENTURE,A,7.74,0.04,0,small,low,low,1
A031489,C031489,14400,VENTURE,C,12.23,0.14,0,medium,medium,low,3
A031490,C031490,14000,MEDICAL,D,,0.26,1,medium,,medium,4
A031491,C031491,14000,EDUCATION,B,12.69,0.23,0,medium,medium,medium,2
A031492,C031492,14000,HOMEIMPROVEMENT,A,8.9,0.23,0,medium,low,medium,1
A031493,C031493,25000,HOMEIMPROVEMENT,D,14.96,0.25,0,large,medium,medium,4
A031494,C031494,14000,EDUCATION,B,10.25,0.22,0,medium,medium,medium,2
A031495,C031495,12000,VENTURE,B,,0.12,0,medium,,low,2
A031496,C031496,9350,MEDICAL,A,7.51,0.09,0,medium,low,low,1
A031497,C031497,16000,PERSONAL,A,6.62,0.16,0,medium,low,low,1
A031498,C031498,14000,VENTURE,C,13.8,0.24,1,medium,medium,medium,3
A031499,C031499,6600,VENTURE,A,5.42,0.21,0,medium,low,medium,1
A031500,C031500,14000,HOMEIMPROVEMENT,B,11.26,0.2,0,medium,medium,medium,2
A031501,C031501,18400,VENTURE,A,5.99,0.18,0,medium,low,low,1
A031502,C031502,6000,EDUCATION,A,8.49,0.06,0,medium,low,low,1
A031503,C031503,14000,HOMEIMPROVEMENT,A,6.03,0.19,0,medium,low,low,1
A031504,C031504,6000,HOMEIMPROVEMENT,B,11.99,0.07,1,medium,medium,low,2
A031505,C031505,14000,MEDICAL,B,10.37,0.17,0,medium,medium,low,2
A031506,C031506,14000,DEBTCONSOLIDATION,D,16.02,0.19,1,medium,high,low,4
A031507,C031507,5500,PERSONAL,B,10.37,0.06,0,medium,medium,low,2
A031508,C031508,2500,EDUCATION,B,9.99,0.03,0,small,low,low,2
A031509,C031509,14000,DEBTCONSOLIDATION,C,13.23,0.14,0,medium,medium,low,3
A031510,C031510,7750,DEBTCONSOLIDATION,C,13.23,0.09,1,medium,medium,low,3
A031511,C031511,14000,VENTURE,B,,0.14,0,medium,,low,2
A031512,C031512,14000,DEBTCONSOLIDATION,A,6.03,0.13,0,medium,low,low,1
A031513,C031513,8000,EDUCATION,A,6.76,0.08,0,medium,low,low,1
